MomenTUM.A1Gregorian,MomenTUM.ElapsedSecs,FiniteC3sec,TCMsec,FiniteMOIsec,FiniteMatchPlanesec,FiniteRaisePeriToMinsec,CircularizeCount,Circularizesec,CircularizesecSum,FiniteSpiralSec,EOLcount,EOLsec,EOLsecSum,MomenTUM.ElectricTank1.FuelMass,MomenTUM.CTankFuel.FuelMass,MomenTUM.CTankOx.FuelMass,status,MomenTUM.TotalMass
12 Jun 2028 08:00:17.289,50961580.2549,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,26.0000000000,62343.4771511,1779260.36258,0.00000000000,0.00000000000,0.00000000000,0.00000000000,156.931394686,8.74373409446,14.4271612559,6.00000000000,1325.21679004
19 Jun 2028 16:17:42.495,51596225.4605,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,27.0000000000,39772.2060221,1819032.56860,0.00000000000,0.00000000000,0.00000000000,0.00000000000,156.728682117,8.74373409446,14.4271612559,6.00000000000,1325.01407747
27 Jun 2028 08:25:22.692,52259085.6574,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,28.0000000000,65038.8187789,1884071.38738,0.00000000000,0.00000000000,0.00000000000,0.00000000000,156.397189667,8.74373409446,14.4271612559,6.00000000000,1324.68258502
04 Jul 2028 06:22:55.928,52856538.8934,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,29.0000000000,36149.2833080,1920220.67069,0.00000000000,0.00000000000,0.00000000000,0.00000000000,156.212942555,8.74373409446,14.4271612559,6.00000000000,1324.49833791
11 Jul 2028 13:28:49.212,53486892.1771,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,30.0000000000,67425.2047814,1987645.87547,0.00000000000,0.00000000000,0.00000000000,0.00000000000,155.869287077,8.74373409446,14.4271612559,6.00000000000,1324.15468243
18 Jul 2028 01:44:59.724,54049462.6893,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,31.0000000000,32939.8344631,2020585.70993,0.00000000000,0.00000000000,0.00000000000,0.00000000000,155.701398013,8.74373409446,14.4271612559,6.00000000000,1323.98679336
25 Jul 2028 00:44:26.529,54650629.4946,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,32.0000000000,69527.8083231,2090113.51825,0.00000000000,0.00000000000,0.00000000000,0.00000000000,155.347025901,8.74373409446,14.4271612559,6.00000000000,1323.63242125
31 Jul 2028 04:02:08.275,55180891.2402,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,33.0000000000,30098.8580889,2120212.37634,0.00000000000,0.00000000000,0.00000000000,0.00000000000,155.193616838,8.74373409446,14.4271612559,6.00000000000,1323.47901219
06 Aug 2028 19:30:19.727,55754982.6930,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,34.0000000000,71375.7189246,2191588.09527,0.00000000000,0.00000000000,0.00000000000,0.00000000000,154.829826222,8.74373409446,14.4271612559,6.00000000000,1323.11522157
12 Aug 2028 14:41:37.813,56256060.7782,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,35.0000000000,27570.3486996,2219158.44397,0.00000000000,0.00000000000,0.00000000000,0.00000000000,154.689304567,8.74373409446,14.4271612559,6.00000000000,1322.97469992
18 Aug 2028 22:55:05.710,56804068.6759,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,36.0000000000,72992.9986667,2292151.44263,0.00000000000,0.00000000000,0.00000000000,0.00000000000,154.317270935,8.74373409446,14.4271612559,6.00000000000,1322.60266628
24 Aug 2028 10:21:02.018,57277224.9838,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,37.0000000000,25306.4683423,2317457.91098,0.00000000000,0.00000000000,0.00000000000,0.00000000000,154.188287916,8.74373409446,14.4271612559,6.00000000000,1322.47368327
30 Aug 2028 11:46:40.881,57800763.8463,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,38.0000000000,74402.4650237,2391860.37600,0.00000000000,0.00000000000,0.00000000000,0.00000000000,153.809070459,8.74373409446,14.4271612559,6.00000000000,1322.09446581
04 Sep 2028 15:55:09.569,58247672.5342,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,39.0000000000,23293.9535986,2415154.32960,0.00000000000,0.00000000000,0.00000000000,0.00000000000,153.690344905,8.74373409446,14.4271612559,6.00000000000,1321.97574026
10 Sep 2028 11:24:16.803,58749819.7689,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,40.0000000000,75627.8195267,2490782.14912,0.00000000000,0.00000000000,0.00000000000,0.00000000000,153.304882013,8.74373409446,14.4271612559,6.00000000000,1321.59027736
15 Sep 2028 08:59:57.681,59173160.6466,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,41.0000000000,21483.0439226,2512265.19305,0.00000000000,0.00000000000,0.00000000000,0.00000000000,153.195386376,8.74373409446,14.4271612559,6.00000000000,1321.48078173
20 Sep 2028 22:21:27.188,59653250.1541,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,42.0000000000,76688.1653777,2588953.35843,0.00000000000,0.00000000000,0.00000000000,0.00000000000,152.804519070,8.74373409446,14.4271612559,6.00000000000,1321.08991442
25 Sep 2028 13:36:24.947,60053747.9128,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,43.0000000000,19863.4070434,2608816.76547,0.00000000000,0.00000000000,0.00000000000,0.00000000000,152.703278463,8.74373409446,14.4271612559,6.00000000000,1320.98867381
30 Sep 2028 21:34:27.544,60514430.5099,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,44.0000000000,77600.1626020,2686416.92807,0.00000000000,0.00000000000,0.00000000000,0.00000000000,152.307762854,8.74373409446,14.4271612559,6.00000000000,1320.59315820
05 Oct 2028 07:34:09.228,60896012.1933,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,45.0000000000,18403.9680980,2704820.89617,0.00000000000,0.00000000000,0.00000000000,0.00000000000,152.213960774,8.74373409446,14.4271612559,6.00000000000,1320.49935612
10 Oct 2028 10:17:35.236,61337818.2013,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,46.0000000000,78382.8765015,2783203.77267,0.00000000000,0.00000000000,0.00000000000,0.00000000000,151.814455797,8.74373409446,14.4271612559,6.00000000000,1320.09985115
14 Oct 2028 14:33:55.659,61698798.6245,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,47.0000000000,17089.1148471,2800292.88752,0.00000000000,0.00000000000,0.00000000000,0.00000000000,151.727355313,8.74373409446,14.4271612559,6.00000000000,1320.01275066
19 Oct 2028 12:50:17.517,62124580.4823,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,48.0000000000,79047.6230480,2879340.51057,0.00000000000,0.00000000000,0.00000000000,0.00000000000,151.324462230,8.74373409446,14.4271612559,6.00000000000,1319.60985758
23 Oct 2028 12:20:15.332,62468378.2975,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,49.0000000000,15896.9336881,2895237.44425,0.00000000000,0.00000000000,0.00000000000,0.00000000000,151.243438103,8.74373409446,14.4271612559,6.00000000000,1319.52883345
28 Oct 2028 05:43:50.631,62876593.5968,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,50.0000000000,79608.1784078,2974845.62266,0.00000000000,0.00000000000,0.00000000000,0.00000000000,150.837687958,8.74373409446,14.4271612559,6.00000000000,1319.12308331
01 Nov 2028 00:39:04.392,63203907.3572,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,51.0000000000,14816.4183780,2989662.04104,0.00000000000,0.00000000000,0.00000000000,0.00000000000,150.762171045,8.74373409446,14.4271612559,6.00000000000,1319.04756639
05 Nov 2028 13:54:11.483,63597214.4484,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,52.0000000000,80076.3616534,3069738.40269,0.00000000000,0.00000000000,0.00000000000,0.00000000000,150.354034645,8.74373409446,14.4271612559,6.00000000000,1318.63943000
09 Nov 2028 03:41:12.267,63906035.2326,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,53.0000000000,13837.8414379,3083576.24413,0.00000000000,0.00000000000,0.00000000000,0.00000000000,150.283505382,8.74373409446,14.4271612559,6.00000000000,1318.56890073
13 Nov 2028 13:56:38.137,64288561.1024,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,54.0000000000,80459.9665695,3164036.21070,0.00000000000,0.00000000000,0.00000000000,0.00000000000,149.873413809,8.74373409446,14.4271612559,6.00000000000,1318.15880916
17 Nov 2028 00:29:36.019,64585738.9849,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,55.0000000000,12945.5612771,3176981.77198,0.00000000000,0.00000000000,0.00000000000,0.00000000000,149.807432355,8.74373409446,14.4271612559,6.00000000000,1318.09282771
21 Nov 2028 06:06:45.350,64951568.3158,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,56.0000000000,80770.5749447,3257752.34692,0.00000000000,0.00000000000,0.00000000000,0.00000000000,149.395757661,8.74373409446,14.4271612559,6.00000000000,1317.68115301
24 Nov 2028 13:01:28.270,65235651.2356,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,57.0000000000,12131.9152262,3269884.26215,0.00000000000,0.00000000000,0.00000000000,0.00000000000,149.333923231,8.74373409446,14.4271612559,6.00000000000,1317.61931858
28 Nov 2028 15:14:18.831,65589221.7967,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,58.0000000000,81016.0944576,3350900.35661,0.00000000000,0.00000000000,0.00000000000,0.00000000000,148.920997163,8.74373409446,14.4271612559,6.00000000000,1317.20639251
01 Dec 2028 17:54:47.779,65858050.7451,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,59.0000000000,11388.5345539,3362288.89116,0.00000000000,0.00000000000,0.00000000000,0.00000000000,148.862951625,8.74373409446,14.4271612559,6.00000000000,1317.14834698
05 Dec 2028 17:27:57.991,66202040.9571,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,60.0000000000,81200.8543245,3443489.74548,0.00000000000,0.00000000000,0.00000000000,0.00000000000,148.449083866,8.74373409446,14.4271612559,6.00000000000,1316.73447922
08 Dec 2028 17:35:59.609,66461722.5741,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,61.0000000000,10706.7122721,3454196.45776,0.00000000000,0.00000000000,0.00000000000,0.00000000000,148.394513467,8.74373409446,14.4271612559,6.00000000000,1316.67990882
12 Dec 2028 13:31:31.021,66792653.9861,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,62.0000000000,81333.2907434,3535529.74850,0.00000000000,0.00000000000,0.00000000000,0.00000000000,147.979970701,8.74373409446,14.4271612559,6.00000000000,1316.26536605
15 Dec 2028 10:25:43.385,67040706.3505,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,63.0000000000,10083.0362459,3545612.78475,0.00000000000,0.00000000000,0.00000000000,0.00000000000,147.928579079,8.74373409446,14.4271612559,6.00000000000,1316.21397443
19 Dec 2028 03:33:28.843,67361571.8091,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,64.0000000000,81417.7488380,3627030.53358,0.00000000000,0.00000000000,0.00000000000,0.00000000000,147.513605843,8.74373409446,14.4271612559,6.00000000000,1315.79900119
21 Dec 2028 21:18:47.058,67598290.0236,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,65.0000000000,9508.26258695,3636538.79617,0.00000000000,0.00000000000,0.00000000000,0.00000000000,147.465143750,8.74373409446,14.4271612559,6.00000000000,1315.75053910
25 Dec 2028 11:58:58.006,67910300.9713,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,66.0000000000,81458.6232539,3717997.41942,0.00000000000,0.00000000000,0.00000000000,0.00000000000,147.049962184,8.74373409446,14.4271612559,6.00000000000,1315.33535753
28 Dec 2028 03:17:24.634,68138207.5998,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,67.0000000000,8980.14171289,3726977.56114,0.00000000000,0.00000000000,0.00000000000,0.00000000000,147.004191839,8.74373409446,14.4271612559,6.00000000000,1315.28958719
31 Dec 2028 15:08:47.518,68440090.4832,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,68.0000000000,81462.1588482,3808439.71999,0.00000000000,0.00000000000,0.00000000000,0.00000000000,146.588992253,8.74373409446,14.4271612559,6.00000000000,1314.87438760
03 Jan 2029 04:01:46.840,68659269.8052,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,69.0000000000,8492.70853302,3816932.42852,0.00000000000,0.00000000000,0.00000000000,0.00000000000,146.545706277,8.74373409446,14.4271612559,6.00000000000,1314.83110163
06 Jan 2029 13:18:48.297,68951891.2626,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,70.0000000000,81431.7054071,3898364.13393,0.00000000000,0.00000000000,0.00000000000,0.00000000000,146.130661907,8.74373409446,14.4271612559,6.00000000000,1314.41605726
08 Jan 2029 23:48:27.871,69162470.8364,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,71.0000000000,8040.41236304,3906404.54629,0.00000000000,0.00000000000,0.00000000000,0.00000000000,146.089681212,8.74373409446,14.4271612559,6.00000000000,1314.37507656
12 Jan 2029 06:55:35.297,69447298.2621,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,72.0000000000,81370.3998712,3987774.94616,0.00000000000,0.00000000000,0.00000000000,0.00000000000,145.674949306,8.74373409446,14.4271612559,6.00000000000,1313.96034466
14 Jan 2029 15:06:19.267,69649542.2325,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,73.0000000000,7622.31803304,3995397.26419,0.00000000000,0.00000000000,0.00000000000,0.00000000000,145.636099571,8.74373409446,14.4271612559,6.00000000000,1313.92149492
17 Jan 2029 20:02:38.320,69926521.2854,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,74.0000000000,81280.1787597,4076677.44295,0.00000000000,0.00000000000,0.00000000000,0.00000000000,145.221827508,8.74373409446,14.4271612559,6.00000000000,1313.50722286
20 Jan 2029 01:37:37.118,70119420.0834,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,75.0000000000,7233.84792785,4083911.29088,0.00000000000,0.00000000000,0.00000000000,0.00000000000,145.184957743,8.74373409446,14.4271612559,6.00000000000,1313.47035309
23 Jan 2029 04:58:44.955,70390687.9205,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,76.0000000000,81164.7617339,4165076.05261,0.00000000000,0.00000000000,0.00000000000,0.00000000000,144.771273942,8.74373409446,14.4271612559,6.00000000000,1313.05666929
25 Jan 2029 09:07:03.152,70578386.1180,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,77.0000000000,6874.39384505,4171950.44646,0.00000000000,0.00000000000,0.00000000000,0.00000000000,144.736236257,8.74373409446,14.4271612559,6.00000000000,1313.02163161
