MomenTUM.A1ModJulian,MomenTUM.Mars.Altitude
32194.25034074065,70356.96012009209
32194.34016302376,71458.47787937002
32194.43219070012,72374.21372831667
32194.52610930729,73088.74034547216
32194.62155928348,73588.88868519927
32194.71817622475,73864.3342398347
32194.75617820465,73909.21138218192
32194.81344716677,73909.2478190197
32194.84138503556,73879.79584498488
32194.90310390064,73746.21660496193
32194.99589165247,73367.5833075736
32195.09242924234,72746.08488366514
32195.18852576893,71895.43998476643
32195.28324659731,70828.47170328342
32195.3761842015,69558.74364857431
32195.46699956741,68102.19247424556
32195.55537382058,66477.32217272422
32195.64101932214,64704.78144159725
32195.72366392556,62807.42338103745
32195.80307362888,60809.54586830897
32195.87906308579,58736.14816603382
32195.95147921507,56612.84907878828
32196.02021884197,54464.87881152148
32196.08522394753,52316.60412734137
32196.14647554786,50191.14508161906
32196.20401170352,48109.15710657534
32196.25792237887,46088.37382733981
32196.3083460854,44143.20385999554
32196.3554655984,42284.4983912328
32196.39950517403,40519.41918381208
32196.44070053058,38852.58446295145
32196.45814757882,38144.49934578817
32196.47829736675,37326.83737084823
32196.51177627167,35972.79290863262
32196.54576200169,34611.57996275676
32196.57821817809,33333.77511011657
32196.60902791737,32150.8544745022
32196.63833568131,31062.88437363441
32196.66631267429,30068.25576986673
32196.69310572273,29165.77995830982
32196.71884856071,28354.32431372096
32196.74364978057,27633.18244345065
32196.767600174,27001.713864322
32196.79077497005,26459.14618013247
32196.81324697031,26004.17272081207
32196.83509313863,25634.89383264804
32196.85639803387,25348.94865580654
32196.87726371592,25143.68872105699
32196.89778962834,25016.70871412898
32196.91808673981,24965.90375135191
32196.93826562774,24989.73284073748
32196.95843957321,25087.28583928166
32196.9787184647,25258.28602533256
32196.99921081292,25503.03686702044
32197.02002816722,25822.42087802443
32197.0412826207,26217.81620732813
32197.06307880276,26690.80720453529
32197.08550451149,27242.70170948872
32197.10860403829,27873.41807900474
32197.13240905969,28581.83365541804
32197.15693900657,29365.68803070016
32197.18221634058,30222.07857139082
32197.20828675623,31148.33782998508
32197.2352373703,32142.9787874144
32197.26317556832,33205.13880540885
32197.29222592391,34334.48013504344
32197.32250331643,35530.06786339033
32197.35415714572,36791.99845000704
32197.37938874176,37801.74297783202
32197.417990469,39345.56664639941
32197.45486953057,40811.95406963465
32197.49348365212,42331.1172845446
32197.5342714303,43911.28407687895
32197.57743361072,45550.02993055601
32197.62315587297,47243.07127561997
32197.67160897387,48984.22825925137
32197.72295039197,50765.48522403398
32197.77732075301,52576.90611264788
32197.83481643065,54405.87220610632
32197.89552011568,56238.32342657175
32197.95946905165,58058.01519225811
32198.02665127973,59846.85337766878
32198.09703432242,61586.0797032072
32198.17054319255,63256.03558204068
32198.24708337464,64837.07290971129
32198.32651259421,66309.28162521088
32198.4086684949,67653.42952778094
32198.4933590226,68851.05211666069
32198.58034215302,69884.54995888111
32198.66937972817,70738.19182973394
32198.7601588762,71397.56670085348
32198.85232945802,71850.5753245064
32198.94553522941,72087.90266993911
32198.97139777442,72114.49538887419
32199.02623197281,72114.52826044743
32199.06075453596,72075.2908058219
32199.1346467867,71889.31870335892
32199.22610678932,71466.2123365779
32199.31919923822,70815.45744338374
32199.4115133447,69949.42940802444
32199.5024538785,68879.53596521979
32199.59166249368,67618.86856650551
32199.67880615422,66183.1828296395
32199.76356337554,64590.92746822615
32199.84566884443,62862.15696617527
32199.92487263074,61018.91289742198
32200.00096987136,59084.26187575348
32200.0737727135,57082.57530738328
32200.14315702197,55037.8446874263
32200.20902512994,52974.13618829461
32200.27133711697,50914.11801151375
32200.33008729092,48879.20363628979
32200.38531862722,46888.53551333606
32200.43712176063,44958.46670084416
32200.48565115063,43101.46475169637
32200.53108020353,41327.4690091619
32200.57361648954,39643.18150576222
32200.61349655842,38052.23722300479
32200.6185699201,37849.51980670881
32200.65219827988,36507.11345696886
32200.68689759343,35130.35020397947
32200.72009581438,33830.31863158959
32200.751593212,32622.14639225444
32200.78152712415,31506.59064482885
32200.8100627379,30482.59060353115
32200.83735875122,29548.79029380933
32200.86355249063,28704.16611772829
32200.8887590797,27948.02745380946
32200.91307749646,27279.74897312552
32200.9365892766,26698.70401299915
32200.9593733757,26203.80317607658
32200.98150389389,25793.57572560598
32201.00305169292,25466.16093015434
32201.02411392337,25219.05883385749
32201.04478502074,25049.89334532868
32201.06517284422,24956.43763842301
32201.08538361578,24936.9418171227
32201.10552792424,24990.20009519352
32201.12570183319,25115.51384185799
32201.14603449572,25312.98400030418
32201.16662310398,25583.08380371264
32201.18757287075,25926.77542859884
32201.20898201367,26345.23998024771
32201.23095418941,26839.96569044131
32201.25355280486,27411.49434619794
32201.2768368179,28059.83874325448
32201.30082463419,28783.27025646446
32201.32553241119,29579.18603020972
32201.35100553792,30445.29563316565
32201.37730034534,31379.28884228751
32201.40450487275,32379.72381015122
32201.43272760112,33445.7580943162
32201.46207424767,34576.257112248
32201.49268152964,35771.01520525717
32201.52470347478,37030.16276589688
32201.53688258187,37510.0135420959
32201.57430816938,38983.16353391336
32201.61073053671,40408.7002399448
32201.64887469013,41885.9652936475
32201.68912453514,43421.01960258868
32201.73166241329,45010.92375640394
32201.77666500943,46651.32672330985
32201.8242849837,48335.74924290064
32201.87467441808,50056.43504521921
32201.92795944893,51803.4921646803
32201.98424306122,53565.13153444064
32202.04356514423,55326.68624984862
32202.10598967672,57073.52539455071
32202.1714831323,58787.80023866423
32202.24002929671,60452.05884951209
32202.31155109777,62047.45389995637
32202.38594012422,63554.94494140368
32202.46307222583,64955.91364959945
32202.54276857712,66231.75827764451
32202.62483222871,67364.95282815841
32202.70905263442,68339.28954730181
32202.79518393483,69139.8383412293
32202.88293109085,69753.25006659723
32202.97197123722,70168.38665556378
32203.06195003361,70376.63566962848
32203.07909669094,70392.27365830253
32203.13164510875,70392.3033794074
32203.14364471921,70382.18610774069
32203.17373150342,70340.27168889754
32203.24124542424,70160.05039043442
32203.32883659229,69748.24100927018
32203.41852273829,69117.45200618639
32203.50753233896,68280.92242168088
32203.59525549797,67249.67738016088
32203.68133652816,66036.30270924309
32203.76544439486,64656.04372294917
32203.8472899104,63126.21740334009
32203.92660862716,61466.14258437712
32204.00317541124,59696.52279061123
32204.07678668576,57839.47451412251
32204.14727182787,55917.93186541814
32204.21450247636,53954.94454761094
32204.27839335079,51973.11869463963
32204.33889467192,49994.32104617077
32204.39600504906,48038.73589319686
32204.44977148891,46124.28901018263
32204.50028384843,44266.33432952536
32204.54767944474,42477.06901612702
32204.59212299484,40765.99145930185
32204.63381505264,39139.44142596333
32204.67296793115,37601.51950996564
32204.67416148422,37554.57913057814
32204.70329846959,36409.53559705746
32204.73725428585,35081.95816284628
32204.77033592273,33804.05160185845
32204.80182516134,32611.24075124267
32204.83177353008,31507.7208922158
32204.86033197698,30493.07297929624
32204.88765339288,29566.23559995458
32204.91387152113,28726.36917492504
32204.93910490082,27972.73658317719
32204.96344968628,27304.87053900125
32204.9869889676,26722.1874242819
32205.00979963652,26223.75227353326
32205.03195357767,25808.24614916454
32205.05353304014,25473.76009114521
32205.07462157413,25218.16259098349
32205.09531598076,25039.1519409519
32205.11571816883,24934.6256252839
32205.13592281099,24902.86504838043
32205.15604067395,24942.56565001587
32205.17617880596,25053.01813693934
32205.19643947915,25234.03879468039
32205.21693307913,25486.04403352724
32205.23775885915,25809.79926174046
32205.25901852469,26206.43577649056
32205.28081520948,26677.36849320724
32205.30320679266,27223.00277273864
32205.32625099802,27843.32216664443
32205.34998979028,28537.38751292861
32205.37444163779,29302.92100828731
32205.39964227131,30137.53152933377
32205.42564533958,31038.97255143497
32205.45251798447,32005.1564389558
32205.48036435578,33035.12192818156
32205.50929587253,34128.0179606307
32205.53944082224,35283.3978330902
32205.57093991188,36500.9665489464
32205.58943536891,37217.93438275505
32205.62596970938,38633.07028386606
32205.6619726546,40019.8223679993
32205.69967250603,41456.74412841138
32205.73941394987,42948.38004027943
32205.78136662138,44491.48573787694
32205.82568004853,46080.97211088207
32205.87251939977,47711.14499680885
32205.92199692782,49373.28690430088
32205.97423606651,51057.97591565769
32206.02934021465,52754.05656637723
32206.08734854635,54447.5235937637
32206.14831701834,56124.22488170274
32206.21221846218,57767.26414232304
32206.27900232336,59359.16101925239
32206.34861030443,60882.45056462254
32206.42093562007,62319.02181728438
32206.49586489555,63651.33429827759
32206.57321351149,64861.55378161363
32206.65278889045,65933.10741584413
32206.73437974784,66850.66360945094
32206.81775850965,67600.35009802775
32206.90263277189,68169.65412523597
32206.98868990324,68548.30202457907
32207.07561412267,68728.50761717642
32207.08414142965,68735.2540647174
32207.1345371337,68735.28099019377
32207.13731963699,68733.29781137434
32207.14375493205,68727.91587203353
32207.15862726051,68711.22896863792
32207.19248255914,68651.11860053379
32207.27346574688,68382.49056280941
32207.35994205173,67900.78160544827
32207.44642640962,67216.8351997776
32207.53195452467,66340.33387495978
32207.61610206943,65282.26174364581
32207.6985540781,64055.55588321415
32207.77903544338,62675.15145234867
32207.85727689481,61158.26043849092
32207.93303601495,59523.84826345807
32208.00609967674,57792.27599261282
32208.07628454003,55984.9442489943
32208.14345570999,54123.38661066759
32208.20749948868,52229.53223312301
32208.26834129883,50324.795795801
32208.3259606641,48429.06111057376
32208.38036193768,46561.09555698454
32208.43160835675,44736.94059878146
32208.47980247634,42970.10116434463
32208.52508814247,41271.14093923898
32208.56762485297,39648.43671139694
32208.60760874504,38107.31211832053
32208.62952171148,37259.53175043709
32208.66159584853,36019.32161467652
32208.69557439732,34713.15694056687
32208.72826537991,33472.56226111778
32208.75935711151,32316.49550138291
32208.78895333247,31246.96355477452
32208.81720662958,30263.41445266842
32208.84426573311,29364.90906814223
32208.8702497539,28551.06247678142
32208.8952691459,27821.32357418309
32208.91943159553,27174.85390878895
32208.9428068199,26611.4157726048
32208.96547943086,26129.89344273051
32208.98751073419,25729.22286965947
32209.0089795717,25407.56693600853
32209.0299827562,25162.68736709455
32209.05060511727,24992.55562086028
32209.07094983784,24895.16106068506
32209.091120367,24868.90968083052
32209.11120801483,24912.64536538075
32209.13132479496,25025.71737609609
32209.15157255966,25208.00928947585
32209.17205434611,25459.89947525094
32209.19286626928,25782.08898988744
32209.21409764118,26175.42236086218
32209.23585027192,26641.14406671943
32209.25819255018,27179.80661845039
32209.2811811546,27791.35322371259
32209.30484797186,28474.55027857638
32209.32922393258,29227.49721657675
32209.35434077295,30047.73905236084
32209.38025934864,30933.33288306815
32209.40705212935,31882.45997822493
32209.4348096449,32893.71937562279
32209.46364040503,33966.16131626751
32209.49366429537,35099.01397425305
32209.52500594011,36291.34846417035
32209.54165160511,36926.26491904242
32209.56210769379,37706.41056202318
32209.59538016997,38971.55454473868
32209.63158666495,40337.37565166905
32209.66981401644,41760.87965654118
32209.71011161974,43234.92703303369
32209.7526114214,44754.54712562331
32209.79746506029,46314.4326543562
32209.84479908082,47907.29722997199
32209.89472826701,49524.39733725972
32209.94735028479,51155.42342049316
32210.00273406922,52788.27963416955
32210.06091026989,54409.05652982505
32210.1218820824,56002.6508941904
32210.18563745914,57553.3312730481
32210.2521055988,59043.97683795277
32210.32120443243,60457.60238412267
32210.39281402487,61777.03889353476
32210.46678752522,62985.50921591382
32210.54294365378,64066.82536788038
32210.62110879153,65006.2244192824
32210.70105556181,65789.74464411827
32210.78252422055,66404.95365452144
32210.86524020503,66841.3835151805
32210.94889355747,67090.66084738885
32210.99108606675,67143.25488970229
32211.03945618447,67143.27931952488
32211.07322277247,67105.16559449219
32211.15212829741,66893.82739709852
32211.23580305899,66482.27115241207
32211.31952186957,65876.6838808539
32211.40240824551,65085.11035109028
32211.48410290192,64116.71709395236
32211.56429243805,62983.06705918856
32211.64267404975,61698.24451743258
32211.71898954847,60278.08566387655
32211.79300733229,58740.09096663133
32211.86451779742,57103.24456834224
32211.93334493767,55387.45413140822
32211.99934658366,53613.14742493451
32212.06239776313,51801.35111206232
32212.12241732396,49972.56770380777
32212.17937530899,48145.99401337803
32212.23325871881,46340.11743544212
32212.28412579729,44570.47826428799
32212.33205578894,42850.89224927809
32212.37717014828,41192.41956678532
32212.41961867886,39603.6246891249
32212.45957538208,38090.62650739362
32212.48914783946,36965.19559291885
32212.52110613767,35749.28059051311
32212.55479126864,34475.22043141692
32212.58720155151,33265.11391040179
32212.61804925895,32136.65328392458
32212.6474408623,31091.68959231078
32212.675522544,30129.90962466432
32212.70242572947,29250.96472459174
32212.7282755051,28454.25838169154
32212.75318224923,27739.26625198164
32212.77723541419,27105.66449270212
32212.80051783381,26552.85374963003
32212.8231078561,26079.91121070085
32212.84507546745,25685.67265634066
32212.86649234251,25368.55545804122
32212.88745536164,25126.4413047741
32212.90803908863,24957.50566607479
32212.92834804764,24859.77898162109
32212.94848496297,24831.72967628267
32212.96855340805,24872.30650718378
32212.98864299765,24980.88094046792
32213.00885190755,25157.25318099334
32213.02928458561,25401.74309479597
32213.0500335755,25714.93828088489
32213.07119129694,26097.67232283243
32213.0928434488,26550.79584115133
32213.11506626516,27074.92954404824
32213.13792045863,27670.10128314486
32213.16144262072,28335.26205656972
32213.18566245305,29068.57147052375
32213.21061562947,29867.80793894792
32213.23635917994,30731.00757378473
32213.26295834543,31656.18223223772
32213.29050234037,32641.93732937474
32213.3190930598,33687.1259907268
32213.34884430133,34790.7869202121
32213.37988214148,35952.08958176606
32213.39809378913,36635.461830721
32213.43488783173,38014.96794302803
32213.47032009234,39335.67755975573
32213.5072737369,40698.31812630723
32213.54612750234,42108.72196565661
32213.58704665353,43563.80395024603
32213.63015869394,45058.13907868936
32213.67560655121,46585.82528754757
32213.72349487576,48138.63544669408
32213.77391619788,49707.01567354443
32213.82694951298,51280.12138294905
32213.88263997906,52845.36493815362
32213.9410007375,54388.74831857869
32214.00201661619,55895.25455567038
32214.06563175167,57348.86667806447
32214.13179481915,58733.89143946337
32214.20036965833,60033.3381714163
32214.27126112377,61231.79727224523
32214.34430580836,62313.52982998934
32214.41932321518,63263.78620432082
32214.4960940611,64068.79220847341
32214.57439745772,64716.44291234465
32214.65396474013,65196.0924214047
32214.73452113354,65499.20078700563
32214.8043824559,65613.7701878208
32214.85084595719,65613.79242003261
32214.88561497624,65574.03810467946
32214.96293998616,65363.53029871423
32215.0439326172,64962.10236124344
32215.12484097208,64375.61892312772
32215.20494660981,63611.43655409484
32215.28390482668,62678.42558944019
32215.36141797014,61587.70334979963
32215.43720784252,60352.60761526469
32215.51103733319,58988.0734427745
32215.58268487941,57510.74824451466
32215.6519479141,55938.73678704257
32215.7186584657,54290.96954133449
32215.78267558123,52587.00622608488
32215.84388410729,50846.72277906497
32215.90221226261,49089.40683012407
32215.95761978739,47333.62671606032
32216.01011429568,45596.26535567074
32216.05973472375,43892.59924763139
32216.10656281272,42235.54002282442
32216.15070820949,40635.83957679046
32216.19231293781,39101.73211655692
32216.2315398006,37639.25328858903
32216.25737411647,36671.78919137327
32216.28903569646,35486.58069385123
32216.32240395793,34244.8525158266
32216.35453441429,33064.52827211221
32216.38514695668,31962.69609924131
32216.41434008233,30941.45397387835
32216.44224869924,30000.8788674321
32216.46900672598,29140.54464275403
32216.49473370507,28360.06220672297
32216.51952997356,27659.22083168509
32216.54348651528,27037.65269702833
32216.56668636675,26494.78280511414
32216.58920032912,26029.89198911499
32216.61110070883,25641.79748975466
32216.63247179117,25328.81718826177
32216.65338963834,25089.25046647221
32216.67394907359,24921.1668140972
32216.69423580802,24822.89614933125
32216.7143437249,24792.96024365579
32216.73438043582,24830.2881701718
32216.75443359915,24934.24801152728
32216.77459797104,25104.59734670254
32216.79496987114,25341.50895441489
32216.81565869366,25645.73972036967
32216.83674010752,26017.86145901389
32216.85830387092,26458.74075755781
32216.88042311087,26968.90737424255
32216.90314213472,27547.94294434089
32216.92651434424,28195.20656963967
32216.95057748535,28909.1735743308
32216.97535630166,29687.39451532527
32217.00091730389,30528.29050044261
32217.02731656003,31429.66091611251
32217.05464345914,32390.17809298894
32217.08300028495,33408.76748424421
32217.11248345315,34483.88482243161
32217.14321626595,35614.63325072963
32217.16301300548,36345.32671744715
32217.19950257804,37691.09227356417
32217.23458171641,38977.25663008226
32217.27112673102,40302.71011383466
32217.30952167129,41673.45351253424
32217.34990503167,43085.5999091998
32217.39241746991,44534.40346675812
32217.4371621454,46012.88671842185
32217.48424856449,47513.37429073576
32217.53376396454,49026.57784528066
32217.58576990491,50541.63669584333
32217.64030419928,52046.36611208531
32217.69737967956,53527.43560794438
32217.75697994976,54970.50871071847
32217.81907082124,56360.78039761257
32217.88355914567,57682.36778944563
32217.95034606111,58919.84623637373
32218.01931059734,60058.08300498923
32218.09029900832,61082.33674062589
32218.16312891407,61978.65813935767
32218.23760701096,62734.36424600772
32218.31350741229,63338.01111974179
32218.39057893819,63779.78755295087
32218.46856181373,64051.84018877862
32218.52809594082,64141.33136579636
32218.57276012658,64141.35161989292
32218.60660340677,64103.08048104055
32218.67842516297,63912.47378077034
32218.75639202239,63536.97114553938
32218.83460868751,62983.38920290469
32218.91212239654,62259.25420588259
32218.98857653374,61372.94327239864
32219.06367374873,60335.0134647794
32219.13715457815,59157.92368340486
32219.20878646106,57855.8427393419
32219.27835706622,56444.50575263311
32219.34566810073,54941.13362210766
32219.41056057519,53363.6122470203
32219.47289666684,51730.538134752
32219.53256715864,50060.71559914349
32219.58950427227,48372.39098372406
32219.64366962641,46683.15528275559
32219.69505062958,45009.68433957362
32219.74369576398,43366.17704702212
32219.78967543918,41765.23396234858
32219.8330908622,40217.31604831186
32219.87407148673,38730.63708779191
32219.91277246806,37311.1509210255
32219.9380627591,36379.45193322891
32219.96970588004,35214.21780038548
32220.00278435753,34003.39861156409
32220.03462464315,32852.93602079264
32220.06498510133,31778.17376184296
32220.09395962958,30781.30473965118
32220.12168165256,29862.44026745456
32220.14828028576,29021.32123108253
32220.17386616314,28257.8416707736
32220.19854037146,27571.76814203679
32220.22238591033,26962.9547104197
32220.24548639089,26430.80938235896
32220.26791670359,25974.5576319605
32220.28975045758,25593.08353256842
32220.31106371557,25284.94369080024
32220.33193372111,25048.50460327311
32220.35245050602,24881.97582070469
32220.3727055082,24783.74131261208
32220.39278179456,24752.45818682937
32220.41278734139,24787.08730735471
32220.43280455311,24886.99902944958
32220.45293352344,25051.99059678993
32220.47325737555,25282.10460198017
32220.49387837872,25577.90240204872
32220.51488061369,25939.99213649933
32220.53635319461,26369.19079004744
32220.55835435082,26865.65706171299
32220.58095339155,27429.54065455919
32220.60418345923,28059.73752158222
32220.62808792825,28754.90047243427
32220.65271051146,29513.25221883054
32220.67809643122,30332.65465061452
32220.70430734095,31211.15824012322
32220.73142566436,32147.25813258049
32220.75954851628,33139.74071049033
32220.78877442684,34187.18781594704
32220.81920392876,35287.92380377792
32220.84035523597,36055.67125238268
32220.87639413594,37362.85368164301
32220.91111111877,38614.6990158691
32220.94725152295,39903.7594685294
32220.98517305618,41235.07650732216
32221.02500783895,42604.72832520025
32221.06688586351,44007.84720521217
32221.11090673235,45437.6591381339
32221.1571749685,46886.6932466594
32221.20577051459,48345.86321383695
32221.25673621448,49804.27019063395
32221.31011999191,51250.5984377392
32221.36592645238,52671.90253957039
32221.42413401444,54054.38296149374
32221.48470620936,55383.88891176046
32221.54756129998,56645.50484496377
32221.61257959179,57824.1383269057
32221.67965836477,58905.75901484661
32221.74864534237,59876.37847444451
32221.81936862814,60722.90037080966
32221.89163349197,61433.30990583109
32221.96523770577,61997.02635849937
32222.03991279802,62404.73209652712
32222.11543059778,62649.3383508448
32222.16594822567,62718.99361789136
32222.20890807661,62719.01209933587
32222.24240043191,62681.29818591409
32222.3127582782,62494.38702452146
32222.38828543746,62131.1354852966
32222.46396125578,61597.84866558207
32222.53895628811,60901.51746475183
32222.61293455038,60050.17062616219
32222.68562160731,59053.79768117106
32222.7567796465,57924.10756818872
32222.82618280929,56674.61276134621
32222.89362620898,55320.31062825208
32222.95892941007,53877.3676762749
32223.02192618788,52363.09203810401
32223.08248629306,50795.14505405504
32223.14051660999,49191.0849560429
32223.19593862774,47568.61244026262
32223.24872676241,45944.10423949428
32223.29887187359,44333.27355955208
32223.34640754692,42750.01678142985
32223.39140332913,41206.25985193572
32223.43395386072,39712.0629400879
32223.47418412302,38275.26493533303
32223.51223236023,36901.99948301898
32223.53470289521,36087.73804789266
32223.56622514079,34946.09202156241
32223.59900296898,33766.11326255075
32223.6305578736,32644.85675343039
32223.66067189198,31596.5114319615
32223.68943917822,30623.20678726668
32223.71698146751,29725.44189974336
32223.74342056368,28903.18390460602
32223.76887085238,28156.20942004142
32223.79341664136,27484.76200090863
32223.81715654404,26888.26911260056
32223.84016407971,26366.43935536435
32223.86251281819,25918.56034320279
32223.88427890814,25543.52946362831
32223.90552836648,25240.13358401801
32223.92634492855,25006.70895661054
32223.94681585989,24841.59278639464
32223.96703094036,24743.26888939799
32223.98707468485,24710.48048437841
32224.00704144601,24742.24658635625
32224.02702378418,24837.97698466905
32224.04711237481,24997.44992364587
32224.06738509835,25220.63062114413
32224.08793958646,25507.950191686
32224.10886649889,25860.05473055295
32224.13023662607,26277.36472011035
32224.15212637915,26760.34026863273
32224.17459564671,27308.92340146069
32224.1976856058,27922.24189200226
32224.22143343772,28598.84243208918
32224.24588390694,29337.03840426524
32224.27108742787,30134.93718392743
32224.29710761829,30990.7502560632
32224.32400594995,31902.34071798622
32224.3518840791,32868.68396157727
32224.38083213994,33888.11978549224
32224.41095691583,34959.25492752589
32224.4335948222,35767.20040650792
32224.46918052397,37036.41325036084
32224.50353384976,38254.4762005162
32224.53926179438,39507.51690240632
32224.57670382247,40799.93965497295
32224.61600598109,42128.47255851999
32224.65726425051,43487.32102617252
32224.70059209687,44870.46273218398
32224.74607197106,46270.05809973452
32224.79376721905,47676.95730423972
32224.84375614774,49081.7634397767
32224.89603650195,50472.255955471
32224.95062279719,51836.39001298154
32225.00748801494,53160.88846449682
32225.066590885,54432.1941525021
32225.12786157056,55636.36399649844
32225.19119907026,56759.3225511627
32225.25647531911,57787.25311122874
32225.32354353243,58706.99882207828
32225.39224499077,59506.34437613181
32225.4623909753,60173.99828420558
32225.53376979272,60699.96386812887
32225.60615997193,61075.84949382276
32225.67932368136,61294.97036776916
32225.72141238196,61347.89039418494
32225.76276052759,61347.9072910402
32225.79543762502,61311.50700438193
32225.86511333888,61126.51650448706
32225.93837864722,60774.12129636281
32226.01163853028,60259.54597908614
32226.08422735868,59589.17623059656
32226.1558480456,58770.54208620913
32226.22623832795,57813.18339979946
32226.2951760916,56728.19141166332
32226.36245121355,55528.31854793435
32226.42785838222,54227.99968900289
32226.49121762934,52842.8090456363
32226.55238433494,51388.91598240849
32226.61124256884,49882.86271847761
32226.66768803863,48341.70317371747
32226.72165425394,46782.01250025767
32226.77311198595,45219.47140724057
32226.82205196248,43669.01926984647
32226.86851656333,42143.52053627519
32226.91255760664,40654.8008002345
32226.95426593576,39212.4610753092
32226.99375847411,37824.12007661549
32227.03116111637,36495.93803984825
32227.05076599155,35797.27382882028
32227.0822814092,34674.88566361062
32227.11476515259,33525.05527892704
32227.14602950485,32432.78093648082
32227.1758866592,31410.88593859512
32227.20443131103,30461.40846344511
32227.23178396533,29584.86789741577
32227.25805814406,28781.49512653325
32227.28336022674,28051.30048130181
32227.30778294816,27394.28961013222
32227.33141527133,26810.1883483941
32227.35432320261,26298.89072075767
32227.37658693038,25859.5594927247
32227.39827500869,25491.28586591297
32227.4194630787,25192.76888162565
32227.44023241575,24962.51291102148
32227.46065926352,24799.06681246745
32227.48083761294,24700.94893287383
32227.50084597119,24666.99766916385
32227.52077903533,24696.27398044721
32227.54072352819,24788.19718812799
32227.56076258112,24942.46890541716
32227.58098974948,25159.17829016242
32227.60148731475,25438.59682067929
32227.62234300862,25781.26428411088
32227.6436197173,26187.38387737245
32227.66539460501,26657.33572069656
32227.68772750727,27191.00525720173
32227.71066684187,27787.70103019044
32227.73426484866,28446.46112522533
32227.75855600338,29165.42928812159
32227.78358788673,29942.71399069354
32227.80941417415,30776.27672128797
32227.83610353954,31664.27761643955
32227.8637450057,32605.3155973918
32227.89243160237,33597.88073190037
32227.92226513791,34640.4624892838
32227.9462043651,35480.43954003006
32227.98136835197,36713.53703931405
32228.015359035,37898.48009969975
32228.05068965333,39116.70562923182
32228.08768021546,40371.93590610983
32228.12645282338,41660.25272535342
32228.1671152019,42976.49143188153
32228.20975921173,44314.20568305949
32228.25446581066,45665.86713237632
32228.30129463686,47022.6207051813
32228.35029525838,48374.72758689299
32228.40149457335,49711.32816348043
32228.45488543149,51020.36262145401
32228.51045425701,52289.48526974676
32228.56815139524,53505.55187298434
32228.62789774091,54655.09426503007
32228.68960338442,55724.93424757737
32228.75313773401,56701.88529421999
32228.81836038109,57573.56118261332
32228.88512858599,58328.57266407115
32228.95324623901,58956.14461522974
32229.02251079438,59446.97125142303
32229.09271725438,59793.31185937461
32229.16363525871,59988.9869473202
32229.19793245637,60028.09207098844
32229.23775844554,60028.10755033689
32229.26957473046,59993.09337580597
32229.33468618363,59824.44413742993
32229.40535506009,59493.77926177257
32229.47629870706,59006.95959413717
32229.54664570513,58370.59096144987
32229.61608823376,57591.85825213433
32229.68438205295,56679.63476827116
32229.75130308826,55644.52411486342
32229.8166469503,54498.65738911944
32229.88021671138,53255.73216961844
32229.94186244881,51930.02098916401
32230.00142932453,50537.14009984899
32230.05880591642,49092.77087356053
32230.11388717285,47613.21682594086
32230.16661877092,46113.94255637426
32230.21695278774,44610.41525066729
32230.26489435549,43116.43501830167
32230.31046506491,41644.86914958697
32230.35372733855,40206.61785140272
32230.39475817866,38811.23462459134
32230.43366464913,37466.26759106962
32230.47056606865,36177.78021634243
32230.48966134786,35508.68000607438
32230.52102077199,34410.58454366872
32230.55320155856,33290.63246443095
32230.58417692862,32226.68215937334
32230.61378997337,31230.22501515349
32230.64212011746,30303.75530118359
32230.66929093176,29447.67114375603
32230.69540181221,28662.63492824858
32230.72055957587,27948.62516138486
32230.74485295463,27305.75071243701
32230.76836841713,26733.79697140858
32230.79118220453,26232.44727245864
32230.81336525538,25801.14562045662
32230.83498882382,25439.01056046173
32230.85612264331,25144.93395822142
32230.87684596883,24917.52910977525
32230.89723110284,24755.45595902844
32230.91737357239,24657.28807661421
32230.93734847769,24621.9448128841
32230.95724670748,24648.52766731971
32230.97714636499,24736.42321169733
32230.99713903675,24885.35280372762
32231.01730759046,25095.30072914479
32231.03773519867,25366.48908541327
32231.05850465806,25699.32638449496
32231.07968977452,26094.17361310257
32231.10135832955,26551.23535155046
32231.12357399293,27070.48084781989
32231.14638236494,27651.18431818303
32231.16982553636,28292.13588291577
32231.19394346742,28991.65989601635
32231.21878767855,29748.04562585774
32231.24441083428,30559.30491141189
32231.27088511963,31423.79126374703
32231.29828674272,32339.7475201654
32231.32670184569,33305.48257536294
32231.35623165054,34319.52167131432
32231.3816237656,35195.29412268004
32231.4163278897,36391.62589231272
32231.44995383445,37543.97455961887
32231.4848715803,38727.51362575664
32231.52139280682,39945.70136929799
32231.55963816576,41194.73949481716
32231.59969792072,42469.11663388154
32231.64166253761,43762.62651420639
32231.68560541575,45067.8398864547
32231.73157626681,46376.00631106078
32231.77961565056,47677.59708096941
32231.82975828293,48962.46755824103
32231.88199774702,50219.09348583834
32231.93630397626,51435.30136334056
32231.99263159416,52598.6691012455
32232.05090679469,53696.45945445063
32232.11104194794,54716.14612468243
32232.17290421198,55645.13111311352
32232.23636527407,56471.81241344379
32232.30126979133,57185.24483269511
32232.367442525,57775.48677097989
32232.43468911045,58233.82478464316
32232.50281467426,58553.0546128993
32232.57158368375,58727.43758749875
32232.59880981307,58755.46341942321
32232.63719499018,58755.47761283943
32232.66865562569,58721.04890151549
32232.73208469095,58557.29383517499
32232.80060013776,58238.58020301524
32232.86934250821,57770.53434189014
32232.93751980301,57159.30279388336
