MomenTUM.A1ModJulian,MomenTUM.Phobos.RMAG
32272.59645297268,37851.90737641608
32272.61780034542,36818.42828741586
32272.63961974208,35018.02890516544
32272.66194214917,32539.80521987592
32272.68481421064,29604.31161696752
32272.70827186489,26630.87839703677
32272.73236325585,24299.74279730336
32272.75712442344,23487.46735155531
32272.78261615869,24833.26037160105
32272.80887110938,28216.69070205994
32272.82834619734,31512.98815553444
32272.85777661952,36849.75671142984
32272.88659590356,41610.33655847918
32272.9162029339,45252.36284984199
32272.94677572325,47128.51541571082
32272.9783681855,46783.41648692426
32273.01100429933,44151.7889320634
32273.04470886528,39778.3105250548
32273.07950411908,35083.40275260134
32273.11539029963,32509.3768411229
32273.15237716676,34360.3055494311
32273.19044565308,40244.41273742471
32273.22957659889,47357.1634686136
32273.26973153591,52756.28083044813
32273.31087482811,54415.21081101122
32273.35295372165,51690.79552464144
32273.39590749836,45675.42978214606
32273.43966263863,39509.67843150339
32273.48413306013,37973.19809869061
32273.52921390941,43127.97701998104
32273.57481696102,51022.19111795333
32273.62084586209,56506.64181864721
32273.66718477813,56762.19396758303
32273.68225810749,55646.59765528991
32273.70647176023,52823.22788914183
32273.73476794879,48401.36120124118
32273.7790103254,41333.34427075741
32273.82523723567,38443.15934052438
32273.87150595837,42819.29179016029
32273.91747884513,50210.13057581989
32273.96301070212,55167.11519583666
32274.00798781639,55184.71409351855
32274.05230894122,50444.42888841858
32274.09587294213,42973.52880427003
32274.13858471154,36351.64343344837
32274.18036826587,34755.67026780147
32274.22115621262,38799.45927905488
32274.26089053737,44643.0081470613
32274.29951938147,48812.23659133936
32274.3370098064,49875.8335279055
32274.37333730764,47788.43635958223
32274.40849373845,43225.26816572469
32274.4424684905,37274.16910433757
32274.47528683542,31390.76220289696
32274.50696951849,27372.16273734844
32274.53754298224,26641.4479450473
32274.56044733615,28210.04284555995
32274.58724542684,31417.70645080776
32274.61480388113,35053.34186364578
32274.6416504341,38038.58761409599
32274.66764000264,39942.45001081638
32274.69280576914,40668.33653126673
32274.71719926064,40275.19298894844
32274.74088184532,38892.2875682307
32274.76389792595,36683.28115515847
32274.78631029837,33832.37390721846
32274.80816851828,30549.74425382117
32274.82952050613,27083.23169111488
32274.85042343736,23734.84753170027
32274.87092129773,20880.71412010029
32274.89107602121,18946.19489329055
32274.91092951715,18284.02781062108
32274.93054105607,18958.05281690634
32274.94996244866,20691.91698555977
32274.96924730314,23068.74161996742
32274.9884526162,25725.98614812486
32275.00762536304,28405.40674625889
32275.02682432108,30933.51265455061
32275.04610013849,33186.17733426889
32275.06550734381,35066.34969975572
32275.08509393064,36488.70061561214
32275.10492148161,37374.38049092812
32275.12503313221,37648.74674420778
32275.14546741588,37249.82963383732
32275.16626907335,36141.23631735602
32275.18749109455,34330.88708243407
32275.20916961999,31901.45023185224
32275.23133723314,29050.4507938455
32275.25403792477,26143.63284540313
32275.27730844286,23776.17142324011
32275.30118657846,22734.48083322943
32275.32572790773,23659.67108454029
32275.35096551311,26558.4076864767
32275.37693842956,30816.33371720845
32275.39758847867,34533.17939400243
32275.42959914326,39963.61814886061
32275.4584553819,43773.75655398896
32275.4878494576,46026.3456418386
32275.51815542907,46309.83727771581
32275.54943846215,44444.60238162951
32275.58172443313,40709.53393539384
32275.61504752307,36060.16929385548
32275.64940510456,32368.62870160336
32275.68482269811,32071.28515989452
32275.72128411961,36149.72517722449
32275.75877365212,42822.20847294345
32275.79726527794,49273.62793648473
32275.83672838239,53151.90599794311
32275.87713373679,53091.96803996161
32275.91840857355,49079.14203709423
32275.96050761249,42737.03139202816
32276.00335641485,37594.6901274036
32276.04686713808,37969.54199299787
32276.09095087754,44175.35126683829
32276.13551033719,51713.66967035882
32276.18045342074,56186.67736569985
32276.22566782374,55517.57326905322
32276.23211869181,54998.78381325618
32276.25562949912,52355.1480582191
32276.28343902591,48098.906283882
32276.32615678523,41155.98618415886
32276.37118335241,37587.96909467137
32276.4162850268,40992.32019857606
32276.46111542382,48116.64047280615
32276.5055247221,53672.1949213765
32276.54940833327,54823.25358924648
32276.59266614666,51281.44742799758
32276.6352046008,44510.75079265767
32276.67693375068,37352.94865670944
32276.71778557067,33714.00137434805
32276.75768811532,35821.58080714133
32276.79658320473,41253.18441966623
32276.8344261458,46277.62963805733
32276.87118037528,48834.8869503872
32276.90682765464,48397.46092823271
32276.94135447997,45292.48488740784
32276.97476170693,40286.12825509509
32277.00706048601,34441.78619448152
32277.03827239755,29142.15373586422
32277.06841453662,25986.13164808739
32277.09021843683,25676.90739216964
32277.11692928911,27493.07480827312
32277.14422372957,30813.26416677483
32277.17080753264,34294.51111618378
32277.19655798887,37139.99976755706
32277.22151195525,39015.9301600921
32277.24571907971,39840.15274255176
32277.2692314454,39655.32007288321
32277.29210307917,38562.54478793605
32277.31438398288,36691.27040758439
32277.33612315588,34189.43906662365
32277.35737647047,31224.02276597412
32277.37818852897,27992.75463771876
32277.39861060686,24737.30225086675
32277.41869349906,21762.92503952178
32277.43848371435,19445.31484564071
32277.45803986139,18173.34055258647
32277.4774159333,18184.82678415855
32277.49665530941,19399.57021019279
32277.51580137129,21479.82040634587
32277.53492893284,24046.02264803862
32277.55408252621,26792.69587465455
32277.57330391026,29501.9138840893
32277.59264258711,32018.37819390112
32277.61216291724,34223.15060794718
32277.63190707115,36010.9570048216
32277.65192199659,37284.44096134521
32277.67224407485,37951.00176375636
32277.69293606553,37928.55824740529
32277.71402542743,37156.30768464572
32277.73554298493,35617.47779865481
32277.75755000498,33364.05976933848
32277.78007297248,30561.52276701225
32277.80314930053,27541.59578709905
32277.82681777597,24871.04660084628
32277.85111984019,23360.72524735355
32277.87611008969,23797.4088095312
32277.90181378245,26380.18913585839
32277.92368158952,29764.10739774931
32277.93983039028,32614.4633275768
32277.96584832116,37281.96441157384
32277.99411753215,41785.00192705348
32278.02342104936,45160.30636321527
32278.05366531346,46765.21761006813
32278.0848585912,46198.54734290583
32278.11702636869,43444.51921241912
32278.15018704824,39064.28358720301
32278.18434104061,34436.27308514131
32278.21950212878,31869.99903720434
32278.25565654603,33535.05983267209
32278.29279341112,39104.26303850099
32278.33087573604,45986.8825428836
32278.36987315133,51439.54445342877
32278.40973928389,53524.84524369796
32278.45041528115,51499.20213954755
32278.49184533192,46087.06244296683
32278.5339444332,39714.90649774927
32278.57665578709,36502.6000134083
32278.6198789108,39579.44578947709
32278.66350441404,46782.94281004299
32278.70745538894,53323.07410786054
32278.73946629852,55653.88463087941
32278.76230247621,55694.99898946594
32278.78967195498,53983.78133362408
32278.83159902183,48395.86257196167
32278.87553910934,41085.8291426463
32278.9195293126,36667.14259299696
32278.96324317162,38777.88222125221
32279.00656535408,45288.37034841016
32279.04938099321,51263.59640450775
32279.09160331597,53630.29547614446
32279.13313830024,51640.04072460615
32279.17390799122,46134.82785727177
32279.2138411045,39054.65990860901
32279.25286693118,33360.64405630653
32279.29093009991,32158.42047258383
32279.32799595764,35637.5962695207
32279.36402667936,40816.58677367891
32279.39899155746,44995.08759542269
32279.43288853087,46933.76599363679
32279.46571573839,46403.84230252368
32279.49748524127,43705.58707150906
32279.52821093702,39403.06180084418
32279.55791739703,34231.59646115567
32279.57813929059,30576.29774365304
32279.60473875949,26351.04029458894
32279.63175133673,23790.86458297609
32279.65806908658,23774.00159288766
32279.68358599217,25849.07780481385
32279.70832729249,28901.57921968149
32279.73234687818,32011.66526624613
32279.75569683709,34658.34269702501
32279.77841903555,36602.66241223476
32279.80056916015,37766.06153179758
32279.82219371974,38151.04136167345
32279.84334393446,37800.61192580756
32279.86406336084,36778.08435892936
32279.88440503307,35159.0166843574
32279.90441571437,33031.80433526621
32279.92414562479,30502.36192083839
32279.94364344449,27703.97414057437
32279.96295856835,24811.01892990109
32279.98214155807,22057.42167433723
32280.00124451226,19753.20307622575
32280.02031723463,18268.8603301811
32280.03940921313,17927.14005931909
32280.05856848223,18819.61194775472
32280.07784817339,20744.74621230828
32280.09729985329,23354.64301005013
32280.11696219036,26314.04018912801
32280.13688900061,29358.60718048077
32280.1571156336,32278.90000507245
32280.17768901013,34900.57355227425
32280.19865184636,37063.59324743528
32280.22003927305,38613.78617696191
32280.24189049882,39406.20863230542
32280.264244905,39317.64115466435
32280.28713118295,38272.26689012261
32280.31059547414,36277.8703226463
32280.33467698295,33475.97974154128
32280.35940747706,30211.87850281745
32280.38482782136,27123.17160642779
32280.40791628583,25315.81405643987
32280.43637012828,25356.52973313945
32280.46423637766,28029.00248043558
32280.49281221354,32599.20409336422
32280.52224787746,37940.36674293609
32280.55258455889,42937.08977547792
32280.58384496787,46612.22881112582
32280.61604837914,48188.6181270321
32280.64920500692,47230.0497589007
32280.68331673535,43843.15792730293
32280.71838691979,38898.52807860475
32280.75439804824,34291.08584375764
32280.7913123201,32810.16610102274
32280.82912847002,36143.4894427234
32280.86777890288,42705.53345339668
32280.90722706916,49315.4665361216
32280.94742033452,53314.9187013577
32280.98828487293,53253.8087862703
32281.02974835033,49161.40589730087
32281.07173739635,42673.78352576945
32281.11415157907,37193.30986792299
32281.15690937626,36922.45353226137
32281.1999186591,42444.93458332543
32281.20556653782,43397.53472310535
32281.22775491721,47187.02676961098
32281.25459286472,51232.55286547354
32281.29551262088,54712.6609139133
32281.33836939024,53828.81251445399
32281.38127649361,48740.13211373293
32281.42392502142,41540.22932277006
32281.46619767285,35897.50151143
32281.50799823661,35715.16635393132
32281.54922474335,40773.71680657404
32281.58980172459,46945.67286196046
32281.62964891026,50854.79979562711
32281.66869294791,51159.62328946252
32281.7068780043,47980.52148214738
32281.74414719084,42311.29836501982
32281.78045816279,35782.0360044058
32281.81578259295,30660.59796479691
32281.85010025629,29232.67898856929
32281.88339614532,31745.39260948459
32281.91566922437,36099.24847546915
32281.94693522818,40185.1625682225
32281.97720494852,42887.18840223011
32282.00649860755,43841.26459410076
32282.025455591,43519.58174352285
32282.05198138377,41867.48538409734
32282.0787372085,38922.92727688693
32282.10479312871,35070.1829059433
32282.13007128876,30755.24414118912
32282.15460386478,26507.34259717329
32282.17843887131,22968.93465946785
32282.20162034424,20829.87540665827
32282.22419328544,20518.83108589677
32282.24620854196,21853.12377382454
32282.26772148528,24196.83743196844
32282.28876385551,26913.00149722073
32282.30939492236,29573.89115082603
32282.32965387069,31933.11190546313
32282.34959271332,33861.7250802753
32282.36925112914,35294.67346099997
32282.3886887666,36202.92843201997
32282.4079513754,36573.99020492813
32282.42708096576,36405.6374486913
32282.44612819525,35703.73267772177
32282.46514289174,34483.90540494602
32282.48417480163,32777.34723872637
32282.50327824101,30639.60968153291
32282.5225008143,28165.48592732509
32282.54188566815,25508.97071123128
32282.56147340329,22910.14156986533
32282.58130322251,20722.63032528978
32282.60143400745,19401.59130792557
32282.62189356314,19373.32732129612
32282.64272971223,20779.65788400238
32282.66398256539,23384.87990340683
32282.68568129505,26756.5838786316
32282.70786793817,30464.23333090148
32282.73057727633,34135.15854992688
32282.75384627059,37441.48951552798
32282.77770537972,40078.04113285073
32282.80219432847,41760.98721971644
32282.82735502575,42246.95290820225
32282.85154500372,41476.44412235311
32282.86569375008,40490.95403276516
32282.89091924001,37907.59974059383
32282.91847278791,34296.69386935212
32282.94701144922,30546.07546267994
32282.97641662773,27993.84778975115
32283.00669048894,28139.36550146523
32283.03787417293,31475.61878602502
32283.06995203149,36934.09843597286
32283.10295477232,42826.99656188937
32283.13686358376,47590.50107086233
32283.17168384618,50015.43142587831
32283.20738983386,49417.27887246741
32283.24395538184,45873.21075803143
32283.28134599221,40444.95678019931
32283.31952424335,35426.03251450794
32283.35844266024,34072.75176176975
32283.39803509987,37984.32634270072
32283.43823893733,44872.4784023694
32283.47898046724,51095.15049153144
32283.52017615956,54016.42131024571
32283.56175494993,52581.86426789487
32283.60361090048,47369.03101307479
32283.6317055547,42785.23787896214
32283.65327447609,39418.19333255113
32283.6796773447,36423.95578790453
32283.71979935347,36207.86669691576
32283.76163237621,41370.93416152638
32283.80350617128,48126.11791637781
32283.84513615516,52615.70668231176
32283.88640518679,53039.48793383645
32283.92721424637,49408.84058320752
32283.96748127479,43032.10552209407
32284.00712751407,36313.68761667862
32284.04608125193,32591.73510428208
32284.08426993489,34084.26937545131
32284.12163835091,39097.37320931046
32284.158133574,44281.96566174488
32284.19372532795,47499.27719986329
32284.22836773252,47996.59974300616
32284.26205300192,45878.5027586311
32284.29475934713,41707.08034237847
32284.32649073122,36320.42584723931
32284.35725286428,30824.43484755105
32284.3870625808,26619.08125637496
32284.41594438364,25048.97546848551
32284.43348860479,25586.1207937535
32284.45987584405,28062.09277049823
32284.4863705414,31518.93393898806
32284.51216830276,34829.92157817488
32284.53721682672,37403.28498816925
32284.56154261842,39005.28005135909
32284.58519035218,39595.35482608854
32284.60820360745,39228.833737169
32284.63062816765,38007.19775642792
32284.65252011149,36054.32140002392
32284.67391356647,33512.90540576498
32284.69485557221,30545.47791855053
32284.71539198099,27345.43894290021
32284.73556814758,24153.17668855779
32284.75543630906,21273.73861872886
32284.77503421384,19083.14926277869
32284.79441331662,17959.11865153796
32284.81361616504,18108.77420469336
32284.8326935328,19419.2915062318
32284.8516909762,21544.24991050633
32284.87065856436,24110.48772849817
32284.88963927697,26825.33433165283
32284.90868361481,29483.51609233714
32284.92783716426,31937.98243288003
32284.9471434691,34074.93609532752
32284.96664992115,35797.68591085554
32284.98639443495,37016.45451798062
32285.00642245687,37647.54282626858
32285.02677339779,37616.21432393855
32285.0474908119,36867.47422992676
32285.0685972443,35384.89131571312
32285.09014076572,33213.35446961333
32285.11215437566,30495.1167989867
32285.1346771931,27516.20449861629
32285.1577440816,24769.28611524128
32285.18138043832,22981.49329880517
32285.2056364795,22928.53391951322
32285.23052397099,24941.13903031475
32285.25594814181,28606.48376242197
32285.283733835,33462.12616007465
32285.31098340115,38170.83585619098
32285.33888581438,42208.5893426758
32285.36759278825,44972.05128665383
32285.39712526147,45959.91191660316
32285.42750760244,44895.30585275947
32285.45875049457,41863.81446263863
32285.49086815337,37472.4970930835
32285.52386161444,33049.1335993756
32285.55772862247,30703.60016816125
32285.59244789558,32307.06508851763
32285.62799937155,37496.81224887088
32285.66435526455,43990.32864879751
32285.70146585675,49385.35556184174
32285.73929390875,51945.8174268938
32285.77778873092,50865.72721007541
32285.81689443382,46462.75554996356
32285.85652800548,40320.23105580397
32285.89662390714,35441.03182752865
32285.93710222617,35360.67516757675
32285.97788850287,40508.00489458469
32286.01887639826,47397.93002849897
32286.01926168324,47458.11223886241
32286.04023925811,50396.9864940495
32286.06602368909,52811.54554889784
32286.10487036703,53345.57433494767
32286.1456778076,49927.30588789723
32286.1865525943,43636.90166663671
32286.22719932045,37055.73351317602
32286.26750305517,33860.48540998664
32286.30737245921,36271.89189268399
32286.34672865582,42086.2134081031
32286.38549051283,47543.96858040391
32286.42359152395,50330.55606794143
32286.46096659621,49730.53424710453
32286.49756377753,46087.83692152328
32286.53333731428,40399.32396754407
32286.56824019929,34195.63976485122
32286.60224634616,29555.45281369804
32286.63533323666,28467.18447945371
32286.66749471058,31004.42416145792
32286.69872178682,35228.29315822372
32286.72902107022,39235.04236546931
32286.75840571029,41995.17914029415
32286.78690180799,43146.64612619184
32286.80360113705,43059.17255766006
32286.8298844886,41796.59006329104
32286.85611660792,39273.26437508122
32286.88166613481,35803.52922820592
32286.90648488363,31761.60366751018
32286.93060324977,27589.25975000513
32286.95406572778,23827.78031137064
32286.97692070272,21111.96368013104
32286.99920586172,20000.45935582756
32287.020962772,20611.81305901366
32287.04223833738,22509.20023729586
32287.06307990735,25058.52013100126
32287.08352877561,27754.67848116439
32287.1036283527,30283.06118447972
32287.12341931372,32466.66623598718
32287.14295588848,34212.05526341301
32287.16227312633,35469.27726875844
32287.18141766732,36213.76164460154
32287.20044031249,36433.61584826696
32287.21938493511,36124.6445440173
32287.23830104434,35290.50296306873
32287.25722670831,33947.02482067951
32287.27621529585,32127.86367135526
32287.29530632949,29897.18334030013
32287.31453610318,27364.91585184048
32287.33396242841,24705.02154357628
32287.35362243383,22190.43649332121
32287.37355398041,20213.93783037746
32287.39379906195,19249.19400609746
32287.41438633942,19665.18482625836
32287.43536229042,21482.92232677136
32287.45675525792,24375.79038175848
32287.47861278252,27895.72293438904
32287.50095779845,31623.58091243806
32287.52381881392,35200.59864884066
32287.54723953189,38309.29708267617
32287.57125054987,40651.93794587746
32287.59588928315,41957.10078222139
32287.62118563693,42007.14286198731
32287.62242848424,41975.17031978938
32287.62334325154,41949.59586740646
32287.62540617224,41885.58902102546
32287.63039632696,41694.74752060447
32287.64175934787,41074.60234019825
32287.66529867458,39038.43010280217
32287.69219461807,35759.65130005769
32287.72015355621,31928.6988884726
32287.7489290117,28632.90031840514
32287.77851990008,27352.85174933524
32287.80893510428,29171.47847150401
32287.84018169052,33700.72923714967
32287.87226383866,39452.26779351324
32287.90518139713,44825.55096323842
32287.93890790958,48492.15200871193
32287.97345051227,49536.96898318231
32288.008771913,47626.97603082478
32288.0448333879,43206.14744281524
32288.08158924795,37678.94067407908
32288.11900522301,33582.72944841806
32288.15701600573,33802.9412702722
32288.19555906563,38683.9994484476
32288.23456692357,45411.52274245876
32288.27397195872,50819.4615371152
32288.31370346235,52875.19615833349
32288.35366326497,50933.22330254829
32288.36935983706,49192.72917419858
32288.3897649132,46315.8744603747
32288.41519421193,42171.24714753415
32288.45344933652,36391.86380903042
32288.49332901808,34029.66515451973
32288.53324174196,37183.08050914985
32288.57292725288,43377.34433616093
32288.61228810635,48882.96395947776
32288.65123669114,51414.44176441494
32288.68969731163,50288.96614626768
32288.72758950453,45978.94967869065
32288.7648586293,39760.5552320669
32288.80143470341,33658.77271364856
32288.8372690461,30313.61781268278
32288.87231251076,31407.45307168979
32288.90652634661,35661.98482438644
32288.93988300431,40454.75262572187
32288.97236375022,43987.70746563195
32289.0039600819,45504.00820061108
32289.03466623971,44908.62363025727
32289.06448646808,42461.75891715306
32289.09343042104,38608.62406306038
32289.121514672,33918.63040648618
32289.1367418062,31207.04624093554
32289.13954832608,30708.80794859215
32289.14591391201,29591.24614608477
32289.16003083462,27232.90356617145
32289.18402974322,23999.77139284799
32289.20920170441,22416.03724900348
32289.23389822863,23075.67665342274
32289.25794221879,25377.26299667497
32289.28134630391,28366.15994485865
32289.30415062773,31325.21633045701
32289.32639547066,33850.97575356522
32289.34812281353,35752.98454976095
32289.36937560371,36961.84030882648
32289.39019389931,37472.27751083922
32289.4106260649,37311.98138261839
32289.43070588621,36525.81710614448
32289.45048208577,35169.48907959292
32289.4699967531,33309.84716056524
32289.48929297583,31029.2451968551
32289.50840984605,28434.2378741781
32289.52739724085,25665.56696603869
32289.54630182852,22916.80387573616
32289.56516555789,20454.5492775422
32289.58403078393,18622.94416825368
32289.60294367306,17784.93191646235
32289.62195166789,18161.01605589088
32289.64108355394,19680.72628222093
32289.6603882994,22043.75868047824
32289.67991482036,24900.51389125582
32289.69969413674,27951.93579299693
32289.71977145739,30965.42676380249
32289.74016949327,33748.59672133498
32289.76094009314,36135.76280434277
32289.78211419465,37968.43967069688
32289.80371439501,39096.31894543165
32289.8257787772,39387.29535126556
32289.84834075487,38744.92895636708
32289.87143507792,37139.39377705411
32289.89509599912,34649.08330468645
32289.91935470488,31516.4755564439
32289.94423625425,28224.62494791671
32289.95190774815,27307.70255192779
32289.97901256089,24984.82437394434
32290.00564791658,24845.04285192861
32290.03289103986,27191.24794023882
32290.06087171938,31459.03696884438
32290.08961876357,36579.42183408961
32290.11915354487,41489.27322507498
32290.14947920676,45267.78913644082
32290.18060553919,47180.27459493222
32290.21251964493,46775.79606093036
32290.2452309267,44037.1385767059
32290.27871629564,39537.64734962781
32290.31296303773,34622.80577975909
32290.3479314315,31526.77082202582
32290.38358386963,32467.03644014345
32290.41988006463,37363.27018285257
32290.4567770589,43810.60816687884
32290.4942172297,49200.66060679364
32290.53212627794,51728.14628863521
32290.57045462088,50631.26315388807
32290.60912700258,46259.25444441253
32290.64805955413,40093.39813140946
32290.68304622982,35248.97154797097
32290.70290508063,33783.29574783996
32290.72772751435,33909.41750787484
32290.76495725169,37878.56829758966
32290.80388401806,44200.38284874755
32290.84286449499,49454.60131753273
32290.88163931001,51596.3032135818
32290.92010359492,50064.06112674576
32290.95817160854,45420.79554302128
32290.99577701778,39082.10122978804
32291.03284753461,33307.59708946117
32291.06931718574,30899.38108069646
32291.10512464484,33105.43261253392
32291.14022243843,38005.87753727232
32291.17457354709,42852.75726266727
32291.20814174472,45958.34098874016
32291.24089332589,46699.66447482062
32291.27280616587,45122.30817303789
32291.30387480774,41638.95798532615
32291.33409350714,36879.57331276863
32291.36346591649,31666.84385803316
32291.39199827844,27062.6308082352
32291.41971312049,24291.99750101168
32291.43408526944,23886.29675204156
32291.45205928846,24442.61421916286
32291.47682847437,26741.49897337447
32291.50198495117,29997.12243828709
32291.52657498509,33217.55247992063
32291.55051698286,35854.85435566867
32291.57383334965,37670.56175895994
32291.59656185392,38598.06656720107
32291.61874354968,38660.00830379617
32291.64041684835,37923.62417832653
32291.66162186251,36479.04426165331
32291.68240191968,34430.77774018734
32291.70279608624,31898.93715684843
32291.72284475468,29025.52045058452
32291.74259032634,25985.87474325304
32291.76207261625,23006.01938065388
32291.78133387264,20379.53873796328
32291.80042083197,18465.14847552454
32291.81937543183,17612.30332491633
32291.83823460218,17986.23134302417
32291.85704806877,19449.50723628309
32291.87585503821,21665.87633962303
32291.8947041599,24287.90044020309
32291.91362176668,27040.70380950578
32291.9326680174,29730.08288301086
32291.95187400672,32208.40265098958
32291.97127481385,34357.32139471498
32291.99091630774,36073.79731394036
32292.01083265702,37260.46205950942
32292.03106811547,37826.87513644048
32292.05164074894,37694.59783285185
32292.07259922606,36811.15936737064
32292.09396484689,35170.06311103809
32292.11578992217,32835.59951954638
32292.13809255055,29985.47364556749
32292.16089291635,26960.44041462795
32292.18424963609,24320.01114172267
32292.2081637891,22851.16379610986
32292.23267347885,23281.15793378343
32292.24567506673,24337.00406210132
32292.27252508984,27906.11890030008
32292.29886667359,32398.19447107132
32292.32579193973,37083.43477871098
32292.35342274694,41247.50408053413
32292.38179030851,44258.8128916207
32292.41090962628,45603.45428576223
32292.44079071824,44968.40604817925
32292.47142416364,42360.86477123875
32292.50282363248,38234.33565073561
32292.53498438665,33646.4802779028
32292.56787621148,30395.01783322445
32292.60149446073,30496.93279107045
32292.63579391628,34408.32700271549
32292.67074915477,40410.17618718673
32292.70631259066,46203.00350864352
32292.74244312543,49964.91719091499
32292.77908632679,50621.6180229135
32292.81617677177,47983.80434890251
32292.85365080654,42813.88758662473
32292.89145183158,36903.86784941996
32292.92949357188,33134.84872302609
32292.96146340088,33638.73384231113
32292.98079349309,35616.44112563771
32293.005007326,39229.77991924542
32293.04143146447,45205.71654235655
32293.07945418876,49822.63515017967
32293.117534828,51252.26103406879
32293.15542025655,49147.6934756055
32293.19300897164,44190.3170260454
32293.23022545779,37882.85996778401
32293.26700137151,32573.31032665952
32293.30326649925,30975.93375294621
32293.33897039944,33855.48876526868
32293.3740425444,38985.47235508657
32293.40843716282,43719.56246661209
32293.44211150634,46523.05618266794
32293.47503630591,46872.98274594126
32293.50719045379,44881.13612647944
32293.53854730534,41021.65020805191
32293.56909809624,35999.89522302071
32293.59883722472,30750.31509001038
32293.62776465337,26482.13221168691
32293.65589383418,24477.22175316489
32293.68324032865,25257.77533555177
32293.69662418388,26476.40959114766
32293.72029162805,29397.47275522602
32293.74553992203,32808.27737971706
32293.7703766424,35774.6471560471
32293.79458113662,37900.87930881629
32293.81815795152,39059.98416511768
32293.84113457165,39257.68601876516
32293.86356013989,38565.4689149007
32293.88545873951,37087.95914841024
32293.90687832017,34947.91592859529
32293.92785117938,32286.21694887977
32293.94842607013,29264.80632050633
32293.96863428514,26083.32059329632
32293.98852054237,22992.55264854943
32294.00812254566,20314.80244419317
32294.02747845548,18432.46769921748
32294.04663175853,17690.04225249268
32294.06562331519,18204.56751169801
32294.08449299495,19774.92307792386
32294.10328022671,22029.49359717573
32294.12203160025,24617.50161812958
32294.14078736108,27277.90027112491
32294.15958875994,29829.82484435756
32294.17847941738,32144.76296062045
32294.19749130329,34122.30886450988
32294.21667209125,35678.94774095612
32294.23604637336,36737.01289761587
32294.25566074118,37226.52730530583
32294.27555536728,37085.96741452309
32294.29575998857,36272.26735210075
32294.31631066558,34775.6452801233
32294.33723608248,32640.98097199094
32294.35857002431,29995.32217185359
32294.38033516215,27088.84116895895
32294.4025699358,24342.67277281477
32294.42529742377,22385.1479878677
32294.44855936319,21930.15494665036
32294.47239096786,23382.77406818978
32294.49680785074,26511.76696756542
32294.50458822777,27737.76991939414
32294.53112272029,32288.03548660497
32294.55717501468,36721.91087021984
32294.58378307545,40594.53939140672
32294.61106919665,43393.02017315121
32294.63906702546,44680.57223224304
32294.66778270366,44176.05168147115
32294.69722595836,41855.06576740019
32294.72739682889,38060.17785980175
32294.75829353607,33632.84581191411
32294.7899105316,30057.14951815019
32294.82222932825,29227.09996699211
32294.85522891836,32075.92149096096
32294.8888848988,37490.6871086867
32294.92316605414,43406.52600633886
32294.95801879342,47992.02603595197
32294.99340339348,49998.49432496828
32295.02928057925,48889.38916751538
32295.06558619047,44939.83282817735
32295.10225551064,39299.77485418386
32295.13922003065,34112.9283040048
32295.17641209565,32262.79357935553
32295.20558837827,34216.70530249192
32295.22441465903,36738.42686648954
32295.24800304123,40574.66420420582
32295.28377454651,46202.12489865103
32295.32095870524,49962.84160377595
32295.35818238484,50497.64806146409
32295.39521569527,47740.67634322154
32295.43196505524,42501.28937810905
32295.46836153585,36328.05405301676
32295.50433532595,31551.28629339329
32295.53982231395,30633.27033817559
32295.57476976084,33876.71525042361
32295.60912427065,38978.97368639032
32295.64283454923,43524.77520571394
32295.67586342169,46159.99777283105
32295.70817826527,46435.9891511816
32295.73975075626,44473.56986079863
32295.77057090596,40719.2547301162
32295.80062217775,35832.00536823653
32295.82989138077,30681.97825125695
32295.85838975653,26393.92142324904
32295.8861237609,24202.07209217678
32295.91310815774,24712.35298410295
32295.92545537628,25728.85979819228
32295.94120902157,27505.45271196356
32295.96516600871,30699.75461280747
32295.9898378437,33926.37551031134
32296.01402689441,36517.21416953004
32296.03761882419,38225.50974620191
32296.06062918379,38993.4636312393
32296.08307845437,38856.02951708918
32296.10501536621,37894.238674703
32296.12646931122,36212.89302607153
32296.14747981487,33932.61464652003
32296.168087604,31191.20257887823
32296.18833300176,28152.06136662251
32296.20824530771,25020.00958693801
32296.22786626453,22055.98158183306
32296.24723430381,19593.2639956828
32296.26638694187,18011.29358126939
32296.28537179777,17610.45625162087
32296.30422326088,18427.65258623554
32296.32298442337,20205.6782192758
32296.34169323981,22571.89984258013
32296.36038898376,25200.10295384656
32296.37911274457,27853.7132363557
32296.39790223687,30367.13956608869
32296.41680145394,32620.25920109334
32296.43584378273,34516.29292252568
32296.45506750884,35971.71208486984
32296.47450426522,36909.46561492802
32296.49419445574,37259.61985449456
32296.51417191086,36963.32326419486
32296.53447060513,35983.75443018411
32296.55512131123,34322.54091241279
32296.57615443132,32042.28697464624
32296.59760016864,29296.98220007015
32296.61949207781,26373.79489357367
32296.64185260724,23747.13761235026
32296.6647159633,22087.96091807315
32296.68810643878,22080.0384644985
32296.71205115391,23979.4392873362
32296.72981638346,26359.2077681759
32296.75603903598,30689.23919270733
32296.78179357683,35145.92817740834
32296.80808176546,39240.92744033619
32296.83503715465,42443.45149091095
32296.86267105248,44284.2227663076
32296.89098999401,44425.02215702356
32296.92000039199,42744.46513510517
32296.9497095665,39437.13280442863
32296.98011089806,35127.36361658097
32297.01119330664,31011.43428967
32297.04294485984,28863.6917887825
32297.07535091177,30182.9851148508
32297.10837784559,34675.67479158099
32297.14199305416,40523.99414772692
32297.17616118971,45791.97412687163
